NOMBRE;FECHA;OBJETO;LUGAR;PROVINCIA;S. Ordinarios;S. De mérito;S. Honorarios;S.Protectores;Socios Totales
La Nacional (cargadores y descargadores del puerto) , .;1903;Mejorar las condiciones del trabajo.;"Cartagena """;MURCIA;90;;;;90
La Marina (boteros del puerto) .................•;1904;Idem.........................•;Idem .;MURCIA;32;;;;32
La Libertad (vendedores de pescado). . .;1904;Idem .;Idem .;MURCIA;8;1;;;9
Centro de Estudios Sociales.......•..••..........;1903;Instrucción ~ .;Idem;MURCIA;250;;;;250
Sociedad de Hiladores y Rastrilladores .;1903;Mejorar las condiciones del trabajo,;Cieza .;MURCIA;195;;;;195
El Amparo del Obrero .;1903;Socorro mutuo .;La Unión .;MURCIA;127;;;25;152
La Unión Obrera. . .;1901;Idem........................•.;Lorca .;MURCIA;456;;;12;468
La Conquista del Derecho. . .;1904;Mejorar las condiciones del trabajo.;Yecla .;MURCIA;380;;;;380
La Fraternidad. . .;1903;Socorro mutuo .;Idem.........•.;MURCIA;295;;;15;310
El Gremio Unido (hiladores) .;1904;Mejorar las condiciones del trabajo.;Aguilas .;MURCIA;87;;;;87
La Igualdad (rastrilladores) .;1904;Idem .;Idem .;MURCIA;47;;;;47
La Protectora Obrera .;1903;Socorro mutuo .;Alcantarilla. . .;MURCIA;41;;;;41
Círculo Católico de Obreros .;1903;Acción católica .;Bullas · .;MURCIA;825;;5;84;914
Hijós del Trabajo . .........•....................;1903;Cooperativa de crédito .;Calasparra .;MURCIA;45;;;;45
La Esperanza .;1901;Socorro mutuo ' , .;Idem .;MURCIA;100;;;;100
La Progresiva ~ ............•................;1903;Cooperativa de crédito .;Cehegín .;MURCIA;46;;;;46
La Fraternidad (cargadores y descargadores) .;1904;Mejorar las condiciones del trabajo.;Mazarrón .;MURCIA;546;;;;546
"La Razón (estivadores) "" .";1904;Idem ~ .;Idem .;MURCIA;193;;;;193
"La Prosperidad del Obrero "" .";1903;Socorro mutuo .;Idem .;MURCIA;300;;;;300
La Protectora. . .;1904;Idem ~ ......••.•;Idem .;MURCIA;25;;1;4;30
Los Hermanos . ................................•;1904;Idem.....................•....;Idem .;MURCIA;50;;;2;52
La Unión .;1904;Idem .;San Pedro del Pinatar...........;MURCIA;372;;;;372
